-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  34.4479   Longitude -106.322 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1941.88 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                      MERRA-2 Surface Pressure (kPa) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
WD2M                    MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
GWETTOP                 MERRA-2 Surface Soil Wetness (1) 
GWETPROF                MERRA-2 Profile Soil Moisture (1) 
GWETROOT                MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT               CERES SYN1deg Cloud Amount (%) 
TOA_SW_DWN              CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (MJ/m^2/day) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1981,80.7,80.57,80.31,80.63,80.38,80.65,80.9,80.94,80.96,80.68,80.75,80.54,80.67
PS,1982,80.37,80.53,80.3,80.45,80.36,80.55,80.91,81.1,80.84,80.77,80.55,80.4,80.59
PS,1983,80.51,80.23,79.94,80.11,80.38,80.54,80.98,81.13,80.89,80.86,80.3,80.39,80.52
PS,1984,80.74,80.39,80.24,80.14,80.63,80.66,80.95,81.0,80.89,80.5,80.62,80.48,80.61
PS,1985,80.56,80.43,80.38,80.47,80.6,80.74,80.99,80.97,80.78,80.74,80.37,80.75,80.65
PS,1986,80.93,80.36,80.53,80.43,80.47,80.75,81.01,80.98,80.74,80.8,80.7,80.64,80.7
PS,1987,80.44,80.32,80.23,80.68,80.58,80.84,80.81,80.97,80.91,80.99,80.67,80.4,80.65
PS,1988,80.61,80.71,80.44,80.43,80.53,80.88,81.02,80.91,80.85,80.98,80.47,80.72,80.71
PS,1989,80.69,80.62,80.49,80.55,80.52,80.64,81.04,80.86,80.9,80.89,80.68,80.64,80.71
PS,1990,80.55,80.44,80.45,80.44,80.43,80.76,80.96,81.06,81.03,80.85,80.75,80.47,80.68
PS,1991,80.55,80.73,80.14,80.27,80.42,80.68,80.99,81.12,81.02,80.71,80.63,80.68,80.66
PS,1992,80.59,80.54,80.38,80.53,80.7,80.56,80.88,81.06,80.92,80.83,80.46,80.5,80.66
PS,1993,80.53,80.42,80.51,80.33,80.55,80.57,80.72,81.01,80.93,80.83,80.65,80.67,80.65
PS,1994,80.66,80.46,80.57,80.46,80.62,80.79,80.93,81.02,81.01,80.6,80.53,80.68,80.7
PS,1995,80.5,80.73,80.46,80.22,80.28,80.65,80.96,80.87,80.93,80.74,80.8,80.59,80.64
PS,1996,80.41,80.52,80.38,80.48,80.43,80.81,80.97,81.03,80.69,80.65,80.65,80.56,80.63
PS,1997,80.5,80.42,80.65,80.25,80.69,80.56,80.97,81.07,80.95,80.66,80.54,80.42,80.64
PS,1998,80.36,79.99,80.18,80.34,80.5,80.61,81.04,81.14,80.78,80.74,80.64,80.7,80.59
PS,1999,80.51,80.65,80.4,80.25,80.45,80.69,81.0,81.08,80.85,80.99,81.01,80.72,80.72
PS,2000,80.69,80.68,80.34,80.61,80.51,80.79,80.96,81.05,80.89,80.79,80.46,80.74,80.71
PS,2001,80.59,80.47,80.36,80.5,80.62,80.78,80.97,81.08,80.91,80.82,80.71,80.51,80.7
PS,2002,80.53,80.78,80.39,80.5,80.52,80.67,81.0,80.94,80.83,80.62,80.83,80.51,80.68
