-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  31.2741   Longitude -92.6989 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 45.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                      MERRA-2 Surface Pressure (kPa) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
WD2M                    MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
GWETTOP                 MERRA-2 Surface Soil Wetness (1) 
GWETPROF                MERRA-2 Profile Soil Moisture (1) 
GWETROOT                MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT               CERES SYN1deg Cloud Amount (%) 
TOA_SW_DWN              CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (MJ/m^2/day) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1981,101.72,101.62,101.1,101.32,100.77,100.91,101.05,100.92,101.11,101.27,101.3,101.4,101.21
PS,1982,101.43,101.59,101.19,101.08,100.96,100.77,101.07,101.11,101.08,101.32,101.45,101.37,101.2
PS,1983,101.43,100.99,100.64,100.69,100.84,100.81,101.2,101.11,101.21,101.33,101.04,101.67,101.08
PS,1984,101.87,101.22,101.05,100.63,101.05,101.05,101.05,101.05,101.2,101.19,101.53,101.56,101.21
PS,1985,101.65,101.68,101.23,101.16,100.82,100.95,101.05,100.97,101.18,101.02,101.22,101.79,101.23
PS,1986,101.77,101.08,101.4,101.12,100.89,100.96,101.2,101.07,101.19,101.35,101.34,101.64,101.25
PS,1987,101.38,101.12,101.05,101.09,101.01,100.98,101.13,101.02,100.99,101.54,101.45,101.32,101.17
PS,1988,101.94,101.66,101.36,100.83,101.0,100.97,101.15,100.86,100.97,101.43,101.12,101.8,101.26
PS,1989,101.66,101.88,101.22,101.17,101.01,100.89,101.09,101.01,101.01,101.36,101.31,101.69,101.27
PS,1990,101.51,101.48,101.52,101.23,100.88,101.03,101.14,101.1,101.08,101.28,101.5,101.58,101.28
PS,1991,101.59,101.54,100.82,100.88,100.92,100.97,101.11,101.12,101.29,101.17,101.7,101.74,101.24
PS,1992,101.53,101.18,101.17,101.1,101.15,100.57,101.14,101.16,101.13,101.24,101.33,101.54,101.19
PS,1993,101.62,101.45,101.26,100.92,100.86,100.98,101.09,101.06,101.07,101.17,101.61,101.52,101.22
PS,1994,101.73,101.57,101.17,101.17,101.01,100.88,101.1,101.11,101.07,101.0,101.36,101.56,101.23
PS,1995,101.35,101.51,101.24,100.86,100.75,100.9,100.93,100.75,100.98,101.05,101.49,101.53,101.11
PS,1996,101.35,101.42,101.31,101.07,101.01,100.96,101.04,101.14,100.77,101.17,101.51,101.43,101.18
PS,1997,101.58,101.56,101.24,100.94,101.04,100.72,101.04,101.1,100.91,101.2,101.25,101.18,101.14
PS,1998,101.15,100.75,101.15,100.93,100.72,100.84,100.99,101.0,100.61,101.37,101.34,101.65,101.05
PS,1999,101.39,101.45,101.22,100.95,100.91,100.98,101.17,100.81,100.92,101.33,101.65,101.58,101.2
PS,2000,101.67,101.64,101.1,101.13,100.91,101.12,100.96,101.09,100.88,101.59,101.29,101.87,101.27
PS,2001,101.71,101.62,101.12,101.33,101.05,100.99,101.0,101.1,101.03,101.44,101.44,101.42,101.27
PS,2002,101.47,101.78,101.33,101.23,101.08,100.93,101.15,101.03,100.76,101.01,101.46,101.39,101.22
