-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  43.7038   Longitude -71.5832 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 321.1 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                      MERRA-2 Surface Pressure (kPa) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
WD2M                    MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
GWETTOP                 MERRA-2 Surface Soil Wetness (1) 
GWETPROF                MERRA-2 Profile Soil Moisture (1) 
GWETROOT                MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT               CERES SYN1deg Cloud Amount (%) 
TOA_SW_DWN              CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (MJ/m^2/day) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1981,97.29,98.05,96.86,97.54,97.58,97.45,97.76,97.92,97.67,97.98,97.43,97.32,97.57
PS,1982,97.51,98.01,97.78,97.38,97.92,97.61,97.75,97.81,98.06,98.11,98.18,98.13,97.85
PS,1983,97.84,97.77,97.28,97.33,97.63,97.8,97.62,97.87,98.04,98.3,97.36,97.87,97.73
PS,1984,98.08,97.55,97.56,97.49,97.51,97.67,97.73,97.8,98.15,98.34,97.89,97.99,97.81
PS,1985,96.9,97.8,97.62,97.62,97.44,97.41,97.74,98.08,98.21,98.24,98.22,97.48,97.73
PS,1986,97.49,97.54,97.72,97.55,97.67,97.56,97.69,97.9,98.1,98.03,98.17,98.14,97.8
PS,1987,97.25,97.58,97.87,97.65,97.99,97.56,97.79,97.88,97.85,97.96,98.01,97.4,97.73
PS,1988,98.1,97.68,97.61,97.13,97.78,97.41,97.79,97.8,97.94,97.79,97.55,97.76,97.7
PS,1989,97.87,98.04,98.19,97.58,97.6,97.77,97.92,97.76,98.17,98.0,97.3,97.53,97.81
PS,1990,97.48,97.87,98.25,97.72,97.55,97.54,97.88,98.03,97.85,97.83,97.59,97.96,97.8
PS,1991,97.97,97.57,97.23,97.88,97.88,97.72,97.73,97.85,98.14,98.09,98.01,97.81,97.82
PS,1992,97.43,97.49,97.4,97.72,98.16,97.5,97.62,98.02,98.3,97.82,98.17,97.95,97.8
PS,1993,98.1,97.76,97.87,97.63,97.63,97.69,97.66,97.98,97.87,97.91,98.09,97.59,97.81
PS,1994,98.0,98.03,97.29,97.74,97.44,97.57,97.9,97.89,97.79,98.0,97.84,98.22,97.81
PS,1995,97.55,97.31,97.95,97.49,97.55,97.85,97.68,97.89,98.12,97.73,97.67,97.46,97.69
PS,1996,97.79,97.26,97.59,97.28,97.74,97.83,97.49,98.13,97.7,97.91,98.11,97.92,97.73
PS,1997,97.45,97.97,97.62,97.28,97.26,97.68,97.67,97.78,97.63,97.92,97.49,97.04,97.56
PS,1998,97.93,97.61,97.65,97.45,97.51,97.25,97.56,98.03,97.45,97.94,97.71,97.84,97.66
PS,1999,98.06,97.8,97.39,97.45,97.94,97.99,97.62,97.66,97.8,97.98,97.82,97.74,97.77
PS,2000,97.61,97.95,97.68,97.53,97.58,97.77,97.75,97.87,97.85,98.04,97.51,97.79,97.74
PS,2001,97.56,97.95,97.32,97.9,97.9,97.78,97.69,97.79,97.96,97.87,98.11,97.6,97.78
PS,2002,97.3,97.6,98.05,97.9,97.72,97.75,97.69,98.02,97.96,98.09,97.41,97.47,97.75
PS,2003,97.31,97.55,97.61,97.9,97.78,97.53,97.63,97.83,98.22,97.59,97.78,97.52,97.69
PS,2004,97.23,97.94,98.07,97.53,97.81,97.73,97.69,97.81,98.26,97.86,98.03,97.72,97.8
PS,2005,98.25,97.96,97.01,97.53,97.67,97.71,97.79,97.86,98.0,97.74,97.69,97.4,97.72
PS,2006,97.47,97.31,97.41,97.56,97.43,97.59,97.69,97.77,97.8,97.47,98.07,97.99,97.63
PS,2007,97.58,97.08,97.95,97.31,98.06,97.6,97.64,97.74,98.11,97.95,97.77,97.92,97.73
PS,2008,97.81,97.54,97.72,98.02,97.22,97.52,97.62,97.59,98.16,98.01,97.71,97.79,97.73
PS,2009,97.42,97.54,98.11,97.56,97.84,97.4,97.58,97.8,98.09,97.8,98.04,97.62,97.73
PS,2010,97.29,96.76,97.43,97.39,97.68,97.4,97.6,97.78,97.6,97.23,97.9,96.97,97.42
PS,2011,97.36,97.46,97.98,97.46,97.77,97.51,97.48,97.37,97.93,97.65,97.93,98.02,97.66
PS,2012,97.53,97.61,97.93,97.25,97.85,97.57,97.59,97.75,97.87,97.61,98.1,97.65,97.69
PS,2013,97.81,97.48,97.31,98.07,97.93,97.53,97.9,97.81,97.77,97.93,97.99,97.87,97.79
PS,2014,97.48,97.63,97.63,97.79,97.76,97.8,97.63,97.88,98.12,97.5,97.6,97.99,97.73
PS,2015,97.76,97.66,97.79,97.59,98.08,97.73,97.52,97.74,98.08,98.0,98.24,97.98,97.85
PS,2016,97.45,97.54,97.73,97.79,97.65,97.49,97.63,97.91,98.17,98.03,97.69,97.75,97.74
PS,2017,97.57,97.3,97.91,97.79,97.44,97.49,97.7,97.88,97.88,98.02,97.94,97.66,97.72
PS,2018,98.01,98.23,97.34,97.6,97.87,97.59,98.09,97.87,98.4,97.74,97.73,97.88,97.86
PS,2019,97.63,97.92,97.86,97.64,97.65,97.5,97.66,97.7,98.09,97.98,97.75,97.74,97.76
PS,2020,97.84,97.59,98.05,97.21,97.77,97.73,97.61,97.64,98.07,98.04,98.08,97.59,97.77
PS,2021,97.52,97.83,97.96,97.28,97.91,97.73,97.73,97.97,97.77,97.72,97.8,97.65,97.74
PS,2022,97.72,98.1,97.51,97.61,97.95,97.61,97.58,97.8,97.77,98.0,97.97,97.99,97.8
TS,1981,-14.64,-3.02,-1.61,6.09,12.34,17.23,19.61,17.77,13.58,5.64,1.02,-6.98,5.62
TS,1982,-15.21,-9.89,-4.24,3.3,12.81,14.79,19.19,16.85,13.86,7.09,2.99,-2.74,4.98
TS,1983,-8.31,-7.1,-1.02,4.8,10.89,17.55,19.62,18.76,15.15,7.69,1.08,-8.53,5.94
TS,1984,-11.85,-3.52,-6.91,5.3,10.51,17.64,18.99,19.46,12.71,8.44,1.43,-3.74,5.72
TS,1985,-11.35,-6.77,-1.68,4.86,11.51,14.59,18.78,17.48,14.27,8.02,1.22,-8.49,5.26
TS,1986,-9.21,-9.56,-1.97,6.73,12.82,15.24,18.37,17.39,12.65,6.94,-1.16,-5.85,5.29
TS,1987,-10.33,-10.8,-1.9,6.49,11.88,17.0,19.92,16.86,13.57,6.39,0.81,-4.55,5.54
TS,1988,-10.47,-8.1,-2.09,5.3,12.23,15.9,20.32,19.62,13.12,5.7,1.65,-6.49,5.59
TS,1989,-6.85,-8.05,-3.09,3.3,12.78,16.92,19.35,18.05,14.18,7.8,0.98,-14.49,5.14
TS,1990,-4.74,-7.2,-0.15,5.51,9.95,17.21,19.48,18.94,13.65,9.44,1.79,-3.1,6.82
TS,1991,-9.5,-5.29,-0.49,6.47,14.12,17.4,18.87,19.08,12.97,8.57,1.42,-5.45,6.58
TS,1992,-8.74,-6.93,-3.21,3.47,11.21,16.13,17.4,17.48,13.84,5.72,-0.17,-4.47,5.18
TS,1993,-7.5,-12.99,-4.96,5.86,12.55,16.51,19.69,19.09,14.06,6.49,1.26,-4.93,5.54
TS,1994,-14.6,-11.7,-3.07,5.79,10.98,18.74,20.98,17.88,13.64,7.63,3.45,-4.01,5.56
TS,1995,-5.48,-9.57,-0.58,3.63,11.01,17.78,20.62,18.75,12.87,9.79,-0.15,-8.67,5.93
TS,1996,-9.95,-7.02,-3.4,4.4,10.61,17.46,18.69,18.9,14.69,7.03,-0.81,-2.54,5.7
TS,1997,-8.87,-5.87,-3.76,3.94,9.37,17.48,18.8,17.73,13.65,6.8,-0.31,-5.7,5.33
TS,1998,-6.57,-4.92,0.12,6.35,14.08,16.73,19.73,19.44,14.98,8.3,1.68,-1.99,7.4
TS,1999,-8.38,-5.07,-1.16,5.71,13.17,18.88,21.0,18.44,16.35,6.94,3.83,-3.79,7.22
TS,2000,-9.74,-7.58,0.73,4.78,11.83,16.99,17.74,17.92,14.01,7.6,1.73,-7.56,5.73
TS,2001,-9.37,-7.77,-4.19,4.65,12.7,18.32,18.12,20.39,15.05,9.08,4.06,-1.6,6.69
TS,2002,-4.74,-5.1,-0.52,6.76,10.72,16.79,20.44,20.34,16.76,6.97,0.29,-5.8,6.98
TS,2003,-12.85,-11.08,-3.21,3.45,10.9,17.15,20.27,20.36,15.45,7.33,2.51,-4.71,5.55
TS,2004,-12.85,-7.92,0.15,5.42,13.07,15.94,19.24,18.97,15.12,8.04,1.79,-5.44,6.0
TS,2005,-9.75,-7.18,-3.89,6.34,9.23,19.12,20.67,19.9,16.41,8.53,2.41,-6.49,6.33
TS,2006,-3.92,-6.14,-1.82,6.0,11.61,17.69,21.22,18.16,13.97,7.58,4.39,-1.05,7.38
TS,2007,-7.56,-11.02,-3.35,3.47,12.51,17.33,19.15,18.89,15.32,10.69,0.44,-6.88,5.85
TS,2008,-6.39,-7.68,-2.99,6.44,10.97,18.2,20.52,17.97,15.1,7.51,1.56,-5.58,6.33
TS,2009,-11.55,-6.83,-1.17,6.27,11.98,15.88,18.13,19.73,13.73,6.59,3.98,-5.62,5.99
TS,2010,-8.2,-5.17,1.74,7.84,14.01,17.74,21.38,19.08,15.65,7.81,1.34,-6.02,7.33
TS,2011,-9.96,-9.13,-2.71,5.73,13.34,17.12,20.93,19.21,16.26,8.8,4.01,-3.13,6.79
TS,2012,-6.02,-3.99,2.91,6.38,14.33,16.98,20.5,19.92,14.31,9.77,0.51,-3.04,7.76
TS,2013,-7.48,-6.8,-1.61,5.08,12.52,17.51,22.02,18.36,14.26,8.69,-0.06,-6.29,6.43
TS,2014,-9.01,-8.85,-6.6,5.23,12.08,17.69,20.01,18.09,14.74,9.7,-0.09,-3.96,5.83
TS,2015,-10.39,-14.88,-5.17,4.74,14.65,16.3,19.84,19.9,16.98,7.56,3.91,1.04,6.33
TS,2016,-6.75,-4.35,0.82,4.21,12.24,17.23,20.46,20.7,16.21,8.93,2.83,-5.01,7.33
TS,2017,-5.05,-4.6,-4.58,7.15,11.47,17.36,19.56,18.31,16.57,12.22,1.08,-8.13,6.83
TS,2018,-9.14,-3.52,-2.19,3.13,14.12,16.83,21.25,20.9,16.56,7.25,-1.29,-5.6,6.58
TS,2019,-9.76,-7.21,-2.55,5.95,10.88,16.83,21.5,19.13,14.8,9.21,-1.44,-4.66,6.13
TS,2020,-5.4,-6.34,0.8,3.78,11.6,18.16,21.9,19.7,15.26,8.41,3.46,-3.18,7.39
TS,2021,-7.39,-8.32,-0.36,6.51,12.69,19.44,18.86,20.87,16.46,11.04,1.75,-2.96,7.47
TS,2022,-10.85,-6.02,-0.47,5.18,13.82,17.14,20.64,21.03,15.19,9.14,3.95,-3.13,7.21
QV2M,1981,1.34,3.23,3.11,4.82,7.32,9.89,11.66,10.44,8.18,4.88,3.72,2.32,5.92
QV2M,1982,1.34,1.89,2.87,4.21,7.32,8.73,11.35,9.77,8.3,5.37,4.7,3.17,5.8
QV2M,1983,2.14,2.26,3.23,4.76,6.96,10.13,11.84,11.23,8.73,5.74,3.97,2.2,6.1
QV2M,1984,1.71,3.05,2.38,4.76,6.71,10.5,11.6,11.9,7.45,6.04,3.91,2.87,6.1
QV2M,1985,1.53,2.44,2.81,4.52,6.96,8.36,10.86,9.95,8.48,5.62,3.97,2.08,5.62
QV2M,1986,2.14,1.83,3.3,5.07,7.87,8.79,11.29,10.5,7.75,5.43,3.3,2.44,5.86
QV2M,1987,1.95,1.77,3.42,5.19,7.14,9.95,12.15,9.83,8.42,5.13,3.85,2.81,5.98
QV2M,1988,1.95,2.2,2.87,4.58,7.45,8.85,12.76,12.08,7.57,4.94,4.03,2.26,5.98
QV2M,1989,2.26,1.95,2.87,3.85,7.81,10.31,11.72,10.86,8.67,5.86,3.85,1.22,5.98
QV2M,1990,2.75,2.32,3.48,5.0,6.23,10.38,11.72,11.47,8.3,6.71,4.09,2.99,6.29
QV2M,1991,1.89,2.56,3.3,5.25,8.18,9.89,11.17,11.6,7.75,6.29,3.91,2.62,6.23
QV2M,1992,2.08,2.2,2.75,4.15,6.41,9.34,10.31,10.5,8.36,5.0,3.54,2.62,5.62
QV2M,1993,2.2,1.46,2.87,4.94,7.14,9.46,11.9,11.41,8.61,5.07,3.85,2.69,5.98
QV2M,1994,1.34,1.65,2.99,4.88,6.65,11.23,13.24,10.74,8.3,5.37,4.39,2.87,6.16
QV2M,1995,2.81,1.89,3.48,3.85,6.59,10.01,12.63,10.74,7.2,6.59,3.54,1.95,5.98
QV2M,1996,1.95,2.26,2.56,4.58,6.53,10.38,11.41,11.23,9.22,5.31,3.42,3.17,6.04
QV2M,1997,2.01,2.56,2.87,4.09,5.98,10.07,11.05,10.56,8.3,5.25,3.78,2.56,5.8
QV2M,1998,2.5,2.75,3.97,4.82,8.18,10.44,11.96,11.84,8.97,5.8,3.72,3.23,6.53
QV2M,1999,2.2,2.38,3.05,4.33,7.32,10.56,12.51,10.31,9.83,5.19,4.58,2.69,6.29
QV2M,2000,1.95,2.44,3.6,4.58,7.08,10.13,10.5,10.8,8.24,5.49,3.91,1.95,5.92
QV2M,2001,2.01,2.2,2.81,4.27,7.14,10.74,10.19,11.78,8.42,5.68,4.46,3.36,6.1
QV2M,2002,2.69,2.56,3.05,5.13,6.16,9.7,11.84,10.68,9.03,5.19,3.72,2.38,6.04
QV2M,2003,1.53,1.89,3.17,4.03,6.59,10.01,11.78,12.63,9.16,5.49,4.15,2.69,6.1
QV2M,2004,1.4,2.08,3.36,4.64,7.81,9.09,11.78,11.84,8.97,5.8,3.97,2.56,6.1
QV2M,2005,1.89,2.32,2.75,4.76,6.1,11.96,12.82,12.33,9.77,6.47,4.52,2.38,6.53
QV2M,2006,2.99,2.32,2.99,4.76,7.39,11.23,13.31,11.11,8.61,5.8,5.19,3.42,6.59
QV2M,2007,2.38,1.65,3.05,4.39,7.32,10.19,11.72,11.35,9.22,7.26,3.54,2.32,6.23
QV2M,2008,2.44,2.26,2.75,5.0,6.35,11.17,12.76,10.93,9.4,5.55,4.27,2.62,6.29
QV2M,2009,1.59,2.32,3.11,5.0,7.08,9.64,11.11,12.33,8.18,5.43,4.7,2.56,6.1
QV2M,2010,2.14,2.38,3.85,5.55,8.06,10.68,13.24,11.54,9.46,5.8,3.72,2.32,6.59
QV2M,2011,1.89,2.01,2.93,5.0,8.36,10.13,12.76,11.84,10.38,6.41,4.94,3.11,6.65
QV2M,2012,2.44,2.62,4.52,4.88,8.61,9.95,12.33,12.08,8.61,6.96,3.42,2.93,6.65
QV2M,2013,2.32,2.2,2.93,4.27,7.51,10.68,14.22,10.93,8.79,6.29,3.42,2.5,6.35
QV2M,2014,2.01,2.01,2.32,4.58,7.26,10.13,12.27,10.68,9.03,6.84,3.6,2.93,6.16
QV2M,2015,1.65,1.22,2.38,4.33,8.3,9.46,12.02,11.96,10.01,5.37,4.52,4.03,6.29
QV2M,2016,2.26,2.75,3.54,4.03,7.45,9.46,12.15,12.27,9.16,6.04,4.15,2.56,6.35
QV2M,2017,2.62,2.87,2.5,5.49,7.08,10.38,11.78,10.86,9.95,7.69,3.72,2.2,6.41
QV2M,2018,2.08,2.99,2.99,3.91,8.06,9.7,13.06,13.43,10.25,6.04,3.66,2.62,6.59
QV2M,2019,1.89,2.2,2.93,5.07,6.77,9.77,13.18,11.41,8.67,6.41,3.23,2.69,6.23
QV2M,2020,2.69,2.56,3.42,4.03,6.9,10.56,13.73,11.6,8.42,5.92,4.58,3.05,6.47
QV2M,2021,2.2,2.14,3.3,5.0,7.02,11.29,11.84,13.06,9.77,7.32,3.78,2.99,6.65
QV2M,2022,1.77,2.5,3.36,4.39,8.0,9.58,12.15,12.63,8.97,6.04,4.7,2.93,6.47
RH2M,1981,92.31,88.5,86.0,78.0,78.56,79.12,81.62,80.69,81.75,82.25,84.88,97.19,84.25
RH2M,1982,98.88,98.44,94.44,80.44,79.38,81.81,80.38,80.69,82.12,80.12,86.31,85.62,85.62
RH2M,1983,89.94,90.38,85.56,85.62,82.69,79.81,82.12,81.12,77.75,79.25,89.38,93.81,84.75
RH2M,1984,98.5,91.94,94.31,82.69,81.62,81.12,83.81,83.19,78.25,83.12,83.81,91.25,86.12
RH2M,1985,89.94,92.0,79.38,79.0,79.06,81.06,79.81,79.5,80.44,77.75,88.0,94.38,83.31
RH2M,1986,94.75,95.38,88.69,80.12,80.56,79.44,83.69,82.75,81.31,82.56,86.75,91.5,85.56
RH2M,1987,98.81,98.62,91.38,83.06,79.0,81.62,81.81,80.44,84.31,82.5,85.38,92.38,86.56
RH2M,1988,94.38,93.88,81.62,81.69,82.25,76.5,84.06,81.88,78.56,81.31,86.81,84.0,83.88
RH2M,1989,88.31,86.19,81.81,78.5,82.75,83.88,82.88,81.56,81.19,83.88,81.75,91.31,83.69
RH2M,1990,92.69,92.62,81.06,82.81,80.38,83.0,81.5,82.19,81.69,84.38,85.5,88.94,84.69
RH2M,1991,92.5,89.81,84.56,81.31,78.81,79.19,80.88,83.81,79.0,84.44,85.81,89.81,84.19
RH2M,1992,89.19,88.12,82.69,81.38,76.69,81.19,82.94,83.19,80.44,82.5,88.69,87.12,83.69
RH2M,1993,88.31,95.12,96.75,81.75,78.38,79.31,81.94,81.06,82.12,80.44,84.31,87.38,84.69
RH2M,1994,96.62,97.81,93.38,81.31,79.19,81.12,84.5,81.94,83.69,79.81,80.81,88.19,85.62
RH2M,1995,93.62,92.06,88.5,75.25,78.56,77.38,82.06,77.69,75.0,81.88,86.75,94.62,83.62
RH2M,1996,93.62,85.69,82.19,81.81,78.19,82.94,84.0,81.62,85.25,81.88,85.94,93.62,84.75
RH2M,1997,91.62,93.62,92.19,79.5,79.31,78.75,80.94,82.19,81.5,80.44,91.81,92.31,85.31
RH2M,1998,94.88,92.31,87.88,78.88,80.12,83.69,82.06,82.38,81.56,82.44,84.88,87.56,84.88
RH2M,1999,94.06,84.88,83.06,75.69,76.81,76.19,79.19,77.44,82.12,79.44,82.0,83.62,81.19
RH2M,2000,87.81,97.38,84.38,81.94,80.25,82.12,82.69,82.94,78.62,80.38,84.31,83.31,83.81
RH2M,2001,95.94,94.88,95.19,77.25,77.25,80.06,77.38,77.88,77.06,73.69,82.06,88.44,83.06
