-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  38.6814   Longitude -80.9216 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 608.61 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                      MERRA-2 Surface Pressure (kPa) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
WD2M                    MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
GWETTOP                 MERRA-2 Surface Soil Wetness (1) 
GWETPROF                MERRA-2 Profile Soil Moisture (1) 
GWETROOT                MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT               CERES SYN1deg Cloud Amount (%) 
TOA_SW_DWN              CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (MJ/m^2/day) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1981,94.54,94.8,94.24,94.76,94.43,94.64,94.8,94.82,94.74,94.9,94.65,94.49,94.65
PS,1982,94.48,94.84,94.63,94.64,94.75,94.48,94.82,94.88,94.88,94.99,95.08,94.96,94.79
PS,1983,94.68,94.51,94.01,94.13,94.52,94.74,94.91,94.87,95.0,95.01,94.4,94.75,94.63
PS,1984,94.9,94.4,94.31,94.16,94.6,94.78,94.81,94.8,95.07,95.11,94.94,94.98,94.74
PS,1985,94.31,94.81,94.71,94.66,94.43,94.56,94.77,94.94,95.15,95.04,94.75,94.61,94.73
PS,1986,94.69,94.28,94.75,94.42,94.65,94.73,94.82,94.84,95.07,95.01,94.98,94.96,94.77
PS,1987,94.34,94.67,94.57,94.2,94.89,94.71,94.88,94.81,94.7,94.94,94.97,94.56,94.69
PS,1988,95.06,94.65,94.67,94.13,94.55,94.7,94.88,94.78,94.92,94.84,94.53,94.94,94.72
PS,1989,94.93,94.95,94.76,94.57,94.53,94.68,94.88,94.81,94.93,94.92,94.51,94.61,94.75
PS,1990,94.64,94.85,95.11,94.72,94.49,94.71,94.87,94.88,94.82,94.82,94.91,94.92,94.81
PS,1991,94.85,94.68,94.16,94.72,94.93,94.81,94.73,94.9,95.07,94.92,94.96,94.98,94.81
PS,1992,94.51,94.51,94.42,94.58,94.8,94.44,94.7,94.98,95.08,94.82,94.83,94.85,94.71
PS,1993,94.99,94.66,94.54,94.37,94.61,94.79,94.77,94.86,94.78,94.75,94.98,94.53,94.72
PS,1994,94.86,94.91,94.34,94.77,94.63,94.58,94.83,94.92,94.87,94.89,94.93,95.04,94.8
PS,1995,94.47,94.49,94.84,94.43,94.51,94.65,94.71,94.75,94.89,94.62,94.64,94.74,94.65
PS,1996,94.48,94.38,94.47,94.34,94.69,94.73,94.68,95.02,94.53,94.81,95.07,94.65,94.65
PS,1997,94.62,95.0,94.67,94.46,94.5,94.54,94.73,94.79,94.68,94.86,94.44,94.24,94.63
PS,1998,94.64,94.2,94.5,94.34,94.32,94.43,94.73,94.93,94.62,95.06,94.84,94.99,94.64
PS,1999,94.8,94.66,94.62,94.44,94.65,94.83,94.82,94.59,94.62,94.96,94.97,94.78,94.73
PS,2000,94.8,94.94,94.62,94.39,94.55,94.82,94.65,94.83,94.75,95.16,94.6,94.9,94.75
PS,2001,94.68,95.0,94.27,94.84,94.66,94.78,94.74,94.81,94.81,94.96,95.09,94.66,94.77
PS,2002,94.58,94.74,94.82,94.89,94.8,94.79,94.84,94.92,94.79,94.78,94.52,94.58,94.75
PS,2003,94.54,94.4,94.39,94.51,94.42,94.52,94.72,94.8,94.81,94.62,94.83,94.68,94.6
PS,2004,94.58,94.92,94.92,94.5,94.78,94.8,94.59,94.77,94.92,94.63,94.96,94.69,94.75
PS,2005,95.0,94.79,94.06,94.28,94.58,94.67,94.77,94.76,94.96,94.66,94.68,94.51,94.64
PS,2006,94.44,94.51,94.64,94.44,94.32,94.66,94.85,94.73,94.62,94.54,94.78,95.11,94.64
PS,2007,94.77,94.44,94.93,94.33,95.02,94.65,94.66,94.71,95.01,94.82,94.8,94.75,94.74
PS,2008,94.87,94.4,94.62,94.64,94.24,94.67,94.71,94.59,94.9,95.06,94.67,94.76,94.68
PS,2009,94.49,94.77,94.89,94.45,94.69,94.31,94.56,94.82,94.85,94.6,94.81,94.62,94.66
PS,2010,94.54,94.12,94.19,94.51,94.67,94.62,94.79,94.66,94.63,94.53,94.79,94.43,94.54
PS,2011,94.41,94.57,94.75,94.27,94.46,94.59,94.66,94.41,94.6,94.58,94.8,95.0,94.59
PS,2012,94.57,94.72,94.84,94.47,94.66,94.61,94.69,94.67,94.75,94.46,95.03,94.52,94.66
PS,2013,94.93,94.43,94.41,94.79,94.77,94.52,94.86,94.84,94.74,94.78,95.12,94.82,94.75
PS,2014,94.49,94.55,94.52,94.51,94.75,94.68,94.7,94.73,94.92,94.45,94.73,94.92,94.66
PS,2015,94.85,94.65,94.9,94.52,95.09,94.63,94.54,94.7,94.83,94.8,95.1,94.76,94.78
PS,2016,94.55,94.48,94.59,94.62,94.58,94.63,94.77,94.89,94.86,94.98,94.94,94.92,94.73
PS,2017,94.48,94.5,94.94,94.58,94.25,94.62,94.71,94.79,94.77,94.85,94.86,94.72,94.67
PS,2018,95.13,95.08,94.42,94.52,94.73,94.56,94.84,94.85,94.95,94.82,94.69,94.69,94.77
PS,2019,94.67,94.81,94.83,94.47,94.55,94.58,94.75,94.64,94.92,94.7,94.76,94.66,94.69
PS,2020,94.86,94.57,94.83,94.24,94.69,94.72,94.68,94.62,94.88,94.83,95.08,94.63,94.72
PS,2021,94.54,94.61,94.96,94.46,94.96,94.76,94.76,94.85,94.71,94.54,94.92,94.6,94.72
PS,2022,94.62,94.95,94.54,94.61,94.61,94.69,94.69,94.79,94.78,94.74,94.96,94.84,94.73
TS,1981,-5.98,-0.14,1.47,11.65,13.46,19.64,21.73,20.98,16.93,10.21,4.2,-2.39,9.35
TS,1982,-4.78,-0.57,4.52,7.12,16.91,17.88,21.72,19.56,16.83,11.45,6.24,3.69,10.12
TS,1983,-2.06,-0.99,4.69,7.79,13.09,18.77,21.52,22.8,17.95,11.51,4.99,-2.95,9.82
TS,1984,-4.64,1.55,1.46,8.49,13.24,20.28,20.15,20.69,16.17,14.8,2.74,4.45,9.98
TS,1985,-6.45,-4.24,4.78,11.1,15.3,17.95,21.26,20.7,18.24,13.61,9.59,-2.81,9.99
TS,1986,-3.44,0.13,3.58,10.37,14.86,19.69,22.59,20.4,18.21,11.35,5.4,-0.45,10.27
TS,1987,-3.2,-1.66,4.12,7.83,16.63,19.9,22.8,23.01,17.51,7.95,6.38,1.08,10.26
TS,1988,-4.07,-1.82,3.94,8.73,14.58,19.91,23.64,23.65,17.55,7.21,5.31,-1.02,9.83
TS,1989,1.01,-1.35,5.06,7.97,12.32,19.11,21.18,19.42,16.64,10.52,3.94,-6.51,9.16
TS,1990,1.4,3.33,5.83,8.56,13.81,18.6,21.19,20.9,17.67,11.47,6.01,2.47,10.98
TS,1991,-1.17,0.55,4.65,11.12,18.06,20.1,23.26,21.55,17.34,11.5,3.62,1.37,11.06
TS,1992,-1.43,0.96,3.01,9.15,13.27,17.44,21.03,18.48,17.21,9.58,5.4,-0.23,9.51
TS,1993,0.7,-2.08,1.58,8.81,15.31,20.07,24.44,22.65,17.9,10.4,4.63,-0.8,10.37
TS,1994,-5.52,-0.62,2.86,11.23,12.05,20.32,21.94,19.62,15.69,10.96,7.83,2.53,9.95
TS,1995,-1.14,-2.63,4.72,9.41,14.39,19.15,22.9,23.51,17.01,12.12,1.87,-2.42,9.99
TS,1996,-3.17,-1.77,0.55,8.2,15.47,19.58,19.37,19.6,15.84,10.35,1.12,1.91,8.95
TS,1997,-2.24,1.15,5.14,6.59,12.05,18.25,21.54,19.9,16.51,10.69,2.85,-0.35,9.39
TS,1998,1.2,1.26,4.14,10.15,16.62,19.37,20.65,20.49,19.82,11.58,5.97,2.32,11.18
TS,1999,-0.03,1.05,1.01,11.39,15.83,21.46,24.48,20.9,17.58,10.69,7.62,1.01,11.12
TS,2000,-2.73,1.97,6.08,9.42,16.63,20.17,20.01,20.13,16.58,11.37,3.53,-4.85,9.87
TS,2001,-3.33,1.48,1.23,11.37,15.81,18.85,20.01,21.51,16.2,10.58,8.38,3.28,10.48
TS,2002,0.36,0.73,4.62,11.11,14.04,20.44,22.97,23.06,20.35,11.55,3.52,-1.57,10.98
TS,2003,-5.33,-2.74,5.4,10.76,14.77,17.75,20.57,21.17,16.4,10.07,7.53,-1.12,9.66
TS,2004,-4.12,-1.56,5.47,9.87,18.05,18.93,20.76,19.46,18.0,12.26,6.89,0.18,10.38
TS,2005,0.23,0.53,1.47,10.28,12.87,20.21,22.61,22.75,19.16,12.06,6.0,-3.13,10.46
TS,2006,2.62,-1.34,3.8,11.74,13.38,18.23,21.69,22.77,15.62,9.45,6.05,3.05,10.66
TS,2007,0.91,-5.23,7.08,8.41,16.94,20.83,20.9,24.12,20.01,15.1,4.81,1.9,11.43
TS,2008,-1.67,0.23,4.21,11.02,13.48,19.73,20.05,19.69,19.15,10.68,3.26,0.61,10.05
TS,2009,-3.38,-0.2,4.96,9.89,15.46,19.41,19.14,20.48,17.23,10.19,6.5,-1.67,9.88
TS,2010,-4.43,-5.33,4.46,11.65,17.05,21.33,22.28,22.58,18.62,11.18,5.33,-6.19,9.95
TS,2011,-4.45,1.08,4.03,11.94,16.01,19.72,22.87,22.0,17.82,9.98,7.29,2.01,10.9
TS,2012,0.15,1.81,10.3,9.98,17.84,19.31,23.78,21.64,17.8,10.51,2.32,2.94,11.58
TS,2013,-0.35,-1.47,0.43,10.35,15.23,19.96,21.4,20.44,17.69,11.97,2.9,0.36,9.98
TS,2014,-5.33,-2.77,1.37,10.74,15.66,20.7,21.34,21.05,18.35,11.59,2.43,1.69,9.8
TS,2015,-2.7,-6.3,2.84,10.55,17.46,20.87,21.3,21.1,19.55,11.79,8.3,7.44,11.12
TS,2016,-3.33,-0.11,8.07,10.44,14.53,20.43,22.29,23.47,21.26,13.72,6.3,0.06,11.45
TS,2017,1.76,3.86,4.56,13.22,15.43,19.58,22.73,20.92,18.21,13.87,5.55,-0.62,11.62
TS,2018,-3.49,4.6,1.43,7.46,18.97,20.34,22.01,21.87,21.02,11.87,3.14,1.35,10.91
TS,2019,-1.88,2.09,2.9,12.05,18.05,19.06,22.92,22.44,22.15,13.91,2.65,2.76,11.65
TS,2020,1.43,2.22,7.72,8.17,13.44,19.11,22.9,21.44,17.43,12.96,7.81,-0.17,11.23
TS,2021,-1.12,-1.1,6.46,9.71,14.19,20.49,22.73,23.26,18.4,15.04,3.8,5.55,11.54
TS,2022,-3.85,0.77,6.16,9.33,16.94,20.2,23.08,21.48,17.46,9.62,6.29,0.73,10.74
QV2M,1981,2.38,3.72,3.66,7.14,7.93,12.7,12.63,9.64,8.42,5.43,4.39,2.99,6.77
QV2M,1982,2.75,3.54,5.0,5.13,10.07,11.05,12.88,10.31,8.48,6.53,5.43,5.13,7.2
QV2M,1983,2.99,3.36,4.82,5.92,8.0,11.54,12.51,11.66,7.81,6.41,5.0,3.17,6.96
QV2M,1984,2.69,4.21,4.03,6.29,8.36,12.27,11.29,12.08,7.81,8.79,4.03,5.37,7.26
QV2M,1985,2.56,3.11,4.94,7.08,9.22,10.93,12.08,10.56,7.81,7.51,7.2,3.11,7.2
QV2M,1986,2.87,4.15,4.7,6.77,9.03,10.86,13.31,10.5,10.38,7.14,5.49,3.48,7.39
QV2M,1987,3.05,3.11,4.52,6.16,10.31,12.57,12.45,10.8,9.7,4.58,4.88,3.78,7.2
QV2M,1988,2.62,3.17,4.39,5.8,8.24,8.36,10.68,10.8,8.97,4.64,4.7,3.11,6.29
QV2M,1989,3.78,3.42,5.37,5.98,8.12,12.7,14.04,12.82,10.8,7.14,4.76,2.38,7.63
QV2M,1990,4.15,4.88,5.49,6.16,8.48,11.66,13.12,11.47,9.52,6.84,4.94,4.46,7.63
QV2M,1991,3.42,3.85,5.19,7.45,11.23,11.9,12.76,10.93,9.4,6.23,4.39,4.21,7.63
QV2M,1992,3.42,3.97,4.64,6.71,8.06,10.86,13.61,11.23,9.77,5.49,5.19,3.66,7.2
QV2M,1993,3.6,2.93,4.33,5.92,8.91,10.8,11.9,10.93,9.22,5.86,4.64,3.42,6.9
QV2M,1994,2.81,3.48,4.46,7.26,7.45,12.76,13.0,11.78,8.18,5.62,4.82,4.03,7.14
QV2M,1995,3.6,3.11,4.58,6.23,8.79,12.21,12.27,12.45,8.06,6.96,4.03,2.99,7.14
QV2M,1996,3.05,3.72,3.85,6.23,10.07,12.51,12.33,11.96,9.83,6.9,3.97,4.39,7.39
QV2M,1997,3.36,4.03,5.07,5.0,7.32,11.29,12.02,11.05,8.3,5.8,4.27,3.48,6.77
QV2M,1998,4.27,4.15,5.13,6.53,10.31,13.12,13.43,11.41,8.97,6.04,4.39,4.27,7.69
QV2M,1999,3.85,3.72,3.54,6.96,7.63,9.46,11.72,9.7,7.75,5.74,5.43,3.66,6.59
QV2M,2000,3.05,4.15,4.94,6.41,9.58,11.96,11.54,11.72,9.46,6.23,4.21,2.32,7.14
QV2M,2001,2.93,3.85,3.6,7.2,8.91,11.41,11.41,12.45,7.87,5.31,5.0,4.21,7.02
QV2M,2002,3.91,3.3,4.7,7.32,8.67,11.9,12.94,10.86,9.22,7.63,4.76,3.3,7.39
QV2M,2003,2.62,3.17,5.43,7.08,9.46,11.35,13.55,14.16,10.5,6.65,6.23,3.3,7.81
QV2M,2004,3.05,3.17,5.31,6.96,11.78,12.15,13.79,11.9,10.74,7.87,5.8,3.85,8.06
QV2M,2005,4.33,3.72,4.09,6.71,7.81,12.39,14.22,12.88,9.4,7.26,5.25,2.93,7.63
QV2M,2006,4.39,3.11,4.52,7.2,8.06,10.93,13.24,11.78,9.16,6.71,5.37,4.27,7.45
QV2M,2007,4.03,2.44,5.86,6.16,9.22,10.25,11.29,12.39,9.03,7.69,4.7,4.39,7.32
QV2M,2008,3.3,3.85,4.76,7.08,8.3,12.57,12.57,10.74,9.46,5.49,4.09,3.91,7.2
QV2M,2009,2.87,3.6,5.0,6.59,9.7,12.63,12.02,13.0,9.52,6.65,5.43,3.17,7.57
QV2M,2010,2.81,2.69,4.88,6.9,10.56,14.1,13.43,12.94,8.48,5.86,4.46,2.44,7.51
QV2M,2011,2.62,3.91,4.7,7.87,10.07,12.63,14.47,11.84,10.62,6.59,5.68,4.33,8.0
QV2M,2012,3.72,4.09,7.39,6.41,11.05,10.62,13.85,10.56,9.09,6.59,3.72,4.7,7.69
QV2M,2013,3.97,3.17,3.54,6.77,9.16,12.51,13.79,12.15,9.46,7.02,3.91,4.03,7.51
QV2M,2014,2.5,3.05,3.91,6.84,9.58,12.45,10.86,11.05,9.52,7.14,3.85,4.09,7.08
QV2M,2015,2.93,2.32,4.46,6.96,10.31,12.94,13.92,10.93,9.7,6.47,5.62,6.47,7.81
QV2M,2016,2.75,3.78,5.98,6.47,9.03,12.02,14.04,13.49,9.89,7.57,5.13,3.54,7.81
QV2M,2017,4.46,4.94,4.88,8.18,9.58,11.29,12.88,10.8,9.09,7.39,5.07,3.23,7.69
QV2M,2018,3.05,5.68,3.91,5.62,12.27,13.31,13.18,13.24,13.12,8.42,4.58,4.15,8.36
QV2M,2019,3.42,4.52,4.33,7.81,11.41,12.21,14.22,11.72,10.13,7.57,3.85,4.58,8.0
QV2M,2020,4.15,4.33,6.23,6.04,8.85,12.15,14.59,13.12,10.13,7.45,5.74,3.6,8.06
QV2M,2021,3.3,3.48,5.25,6.59,8.54,12.39,11.96,12.82,10.07,8.48,3.78,5.0,7.69
QV2M,2022,2.93,3.72,5.31,6.16,10.07,11.78,13.98,13.37,9.89,5.43,5.25,3.85,7.69
RH2M,1981,86.0,81.19,79.31,75.19,75.31,82.31,74.38,59.88,64.19,65.62,75.5,85.0,75.31
RH2M,1982,84.06,85.0,82.81,72.5,76.38,80.69,75.38,68.19,67.62,69.0,78.94,85.81,77.19
RH2M,1983,83.75,84.06,80.19,79.5,77.5,78.81,73.19,63.38,55.56,71.31,81.81,84.69,76.12
RH2M,1984,86.56,85.38,83.19,81.25,79.5,77.88,73.0,74.25,64.38,77.81,76.25,86.44,78.81
RH2M,1985,94.0,94.44,79.94,75.88,78.69,79.44,73.62,66.5,55.81,71.44,87.75,85.5,78.5
RH2M,1986,85.5,91.19,81.06,77.12,77.5,70.62,73.56,66.88,73.88,74.44,86.0,85.0,78.5
RH2M,1987,90.5,85.06,78.44,83.5,78.31,80.69,69.12,59.44,72.06,65.81,72.44,82.69,76.44
RH2M,1988,81.12,80.94,78.31,76.06,73.25,55.06,56.75,57.5,68.56,65.81,75.94,78.44,70.62
RH2M,1989,82.12,84.94,84.19,78.5,82.38,85.75,83.81,84.0,83.19,79.81,80.81,87.44,83.06
