-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  44.2729   Longitude -114.7595 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2228.17 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                      MERRA-2 Surface Pressure (kPa) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
WD2M                    MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
GWETTOP                 MERRA-2 Surface Soil Wetness (1) 
GWETPROF                MERRA-2 Profile Soil Moisture (1) 
GWETROOT                MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT               CERES SYN1deg Cloud Amount (%) 
TOA_SW_DWN              CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (MJ/m^2/day) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1981,77.71,77.52,77.32,77.55,77.43,77.8,78.04,78.07,78.01,77.58,77.6,77.27,77.66
PS,1982,77.02,77.39,76.94,77.38,77.53,77.71,78.05,78.16,77.86,77.81,77.29,77.32,77.54
PS,1983,77.4,77.1,76.85,77.21,77.64,77.64,77.94,78.24,77.88,77.9,77.17,77.05,77.51
PS,1984,77.94,77.53,77.44,77.27,77.65,77.71,78.18,78.14,77.87,77.47,77.27,77.14,77.64
PS,1985,77.8,77.4,77.24,77.61,77.56,77.98,78.22,78.0,77.7,77.67,76.96,77.92,77.68
PS,1986,77.76,77.06,77.53,77.39,77.52,77.94,78.01,78.16,77.56,78.01,77.66,77.77,77.7
PS,1987,77.48,77.44,77.31,77.76,77.68,78.05,77.79,78.08,78.14,78.15,77.74,77.3,77.74
PS,1988,77.49,77.86,77.62,77.42,77.59,77.87,78.18,77.99,78.01,78.13,77.23,77.64,77.75
PS,1989,77.53,77.46,77.23,77.65,77.6,77.87,78.17,77.88,77.93,77.83,77.73,77.91,77.73
PS,1990,77.27,77.35,77.51,77.52,77.41,77.81,78.1,78.13,78.2,77.78,77.64,77.24,77.66
PS,1991,77.6,77.8,76.82,77.35,77.38,77.65,78.19,78.17,78.15,77.83,77.73,77.63,77.69
PS,1992,77.66,77.54,77.45,77.62,77.84,77.68,77.97,78.21,77.92,77.83,77.73,77.11,77.72
PS,1993,77.13,77.17,77.67,77.42,77.63,77.66,77.81,78.05,78.05,77.99,77.66,77.63,77.66
PS,1994,77.76,77.1,77.67,77.46,77.62,77.88,78.15,78.14,78.08,77.59,77.16,77.42,77.67
PS,1995,77.25,77.67,77.21,77.26,77.42,77.74,78.06,77.9,78.03,77.81,77.71,77.47,77.63
PS,1996,77.12,77.3,77.39,77.58,77.47,77.93,78.22,78.19,77.77,77.7,77.53,77.03,77.6
PS,1997,77.33,77.61,77.56,77.44,77.85,77.64,78.11,78.14,77.97,77.65,77.52,77.69,77.71
PS,1998,77.01,76.86,77.22,77.4,77.34,77.68,78.22,78.32,77.89,77.81,77.31,77.62,77.56
PS,1999,77.45,77.27,77.2,77.43,77.53,77.68,78.04,78.12,78.03,78.13,77.84,77.93,77.72
PS,2000,77.42,77.34,77.5,77.68,77.55,77.93,78.08,78.09,77.9,77.68,77.55,77.72,77.7
PS,2001,77.66,77.27,77.49,77.28,77.92,77.82,78.03,78.19,78.02,77.84,77.61,77.27,77.7
PS,2002,77.43,77.82,77.33,77.43,77.57,77.86,78.21,78.05,77.87,77.75,77.9,77.29,77.71
PS,2003,78.0,77.29,77.27,77.13,77.66,77.8,78.27,78.22,78.06,77.97,77.37,77.34,77.7
PS,2004,77.44,77.38,77.79,77.62,77.52,77.9,78.1,78.1,77.83,77.51,77.88,77.58,77.72
PS,2005,77.49,77.57,77.39,77.41,77.56,77.55,78.16,78.12,77.92,77.8,77.7,77.5,77.68
PS,2006,77.38,77.58,76.96,77.37,77.78,78.07,78.27,78.06,78.02,77.75,77.42,77.76,77.7
PS,2007,77.72,77.27,77.73,77.46,77.73,77.84,78.17,77.98,77.85,77.76,77.81,77.32,77.72
PS,2008,77.1,77.34,77.5,77.41,77.6,77.88,78.08,77.98,78.06,78.04,77.88,77.09,77.66
PS,2009,77.87,77.37,77.22,77.42,77.78,77.67,78.2,78.13,78.13,77.51,77.66,77.26,77.69
PS,2010,77.27,77.29,77.43,77.14,77.4,77.81,78.03,77.89,77.89,77.91,77.42,77.16,77.55
PS,2011,77.64,77.2,77.16,77.2,77.36,77.6,77.93,78.06,78.22,77.8,77.38,77.87,77.62
PS,2012,77.62,77.42,77.1,77.48,77.66,77.67,78.13,78.16,78.25,77.75,77.66,77.03,77.66
PS,2013,77.68,77.51,77.62,77.51,77.77,77.85,78.16,78.12,77.75,77.81,77.74,77.63,77.76
PS,2014,77.85,77.08,77.43,77.49,77.74,77.68,78.27,78.11,77.93,77.86,77.59,77.48,77.72
PS,2015,78.03,77.72,77.89,77.5,77.53,77.99,78.08,78.12,77.89,77.95,77.46,77.09,77.77
PS,2016,77.42,77.89,77.3,77.67,77.62,78.05,78.06,78.1,77.99,77.6,77.73,77.29,77.73
PS,2017,77.16,77.01,77.54,77.43,77.66,77.87,78.31,78.21,77.93,77.92,77.48,77.93,77.71
PS,2018,77.73,77.28,77.31,77.51,77.71,77.79,78.36,78.12,77.88,77.85,77.74,77.55,77.74
PS,2019,77.61,76.6,77.54,77.47,77.37,77.92,78.1,78.13,77.81,77.76,77.66,77.45,77.62
PS,2020,77.41,77.63,77.3,77.56,77.7,77.76,78.08,78.13,78.29,77.98,77.6,77.8,77.77
PS,2021,77.53,77.2,77.48,77.58,77.72,77.97,78.27,78.05,78.08,77.65,77.98,76.86,77.7
PS,2022,77.84,77.81,77.57,77.29,77.48,77.87,78.17,78.26,78.1,78.06,77.52,77.18,77.76
TS,1981,-11.3,-10.48,-5.45,-1.3,3.67,7.01,12.1,14.99,8.81,-0.32,-5.05,-10.95,0.21
TS,1982,-13.81,-13.24,-9.11,-7.75,2.21,8.64,11.23,12.94,6.37,-0.43,-9.82,-12.7,-2.05
