-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  35.8136   Longitude -97.5329 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 324.22 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                      MERRA-2 Surface Pressure (kPa) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
WD2M                    MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
GWETTOP                 MERRA-2 Surface Soil Wetness (1) 
GWETPROF                MERRA-2 Profile Soil Moisture (1) 
GWETROOT                MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT               CERES SYN1deg Cloud Amount (%) 
TOA_SW_DWN              CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (MJ/m^2/day) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1981,98.33,98.08,97.63,97.68,97.36,97.34,97.6,97.68,97.82,97.85,97.88,97.95,97.76
PS,1982,97.97,98.32,97.65,97.68,97.38,97.5,97.65,97.7,97.79,97.91,97.96,97.89,97.78
PS,1983,98.09,97.7,97.2,97.24,97.42,97.44,97.76,97.78,97.8,97.97,97.42,98.42,97.69
PS,1984,98.54,97.66,97.64,97.18,97.63,97.47,97.71,97.66,97.91,97.75,97.96,98.01,97.76
PS,1985,98.42,98.25,97.74,97.59,97.38,97.56,97.71,97.66,97.74,97.87,97.8,98.44,97.84
PS,1986,98.34,97.71,97.78,97.54,97.42,97.56,97.63,97.81,97.68,98.05,98.16,98.36,97.84
PS,1987,98.0,97.84,97.62,97.77,97.53,97.7,97.67,97.67,97.79,98.17,98.05,97.94,97.81
PS,1988,98.39,98.31,97.84,97.52,97.54,97.72,97.74,97.58,97.69,98.16,97.53,98.33,97.86
PS,1989,98.16,98.7,97.81,97.68,97.51,97.62,97.83,97.65,97.97,97.98,97.83,98.45,97.93
PS,1990,97.88,98.01,98.0,97.8,97.35,97.48,97.8,97.81,97.85,97.95,97.97,98.14,97.84
PS,1991,98.31,98.13,97.3,97.36,97.49,97.58,97.71,97.85,98.06,97.77,98.14,98.32,97.83
PS,1992,98.11,97.87,97.66,97.66,97.86,97.31,97.56,97.97,97.83,97.88,97.8,98.08,97.8
PS,1993,98.37,98.13,97.96,97.43,97.46,97.45,97.45,97.72,97.86,98.02,98.16,98.03,97.84
PS,1994,98.31,98.12,97.85,97.63,97.74,97.43,97.64,97.77,97.89,97.74,97.86,98.26,97.85
PS,1995,97.96,98.17,97.95,97.36,97.32,97.59,97.56,97.56,97.84,97.71,98.03,98.16,97.76
PS,1996,97.9,98.0,97.93,97.51,97.23,97.6,97.64,97.86,97.59,97.8,98.15,97.85,97.75
PS,1997,98.17,98.22,97.95,97.65,97.71,97.36,97.74,97.79,97.72,97.76,97.92,97.86,97.82
PS,1998,97.79,97.47,97.64,97.48,97.24,97.18,97.6,97.79,97.44,97.99,97.87,98.38,97.66
PS,1999,97.89,97.86,97.93,97.4,97.45,97.57,97.73,97.65,97.77,98.07,98.19,98.08,97.8
PS,2000,98.22,98.05,97.75,97.72,97.28,97.71,97.65,97.67,97.66,98.12,98.03,98.56,97.87
PS,2001,98.31,98.2,97.91,97.64,97.55,97.59,97.55,97.73,97.84,97.9,98.02,97.98,97.85
PS,2002,98.0,98.35,97.9,97.71,97.63,97.59,97.78,97.72,97.67,97.95,98.1,97.91,97.86
