-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  39.1601   Longitude -116.4294 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2186.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                      MERRA-2 Surface Pressure (kPa) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
WD2M                    MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
GWETTOP                 MERRA-2 Surface Soil Wetness (1) 
GWETPROF                MERRA-2 Profile Soil Moisture (1) 
GWETROOT                MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT               CERES SYN1deg Cloud Amount (%) 
TOA_SW_DWN              CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (MJ/m^2/day) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1981,78.21,78.19,77.81,78.08,77.93,78.35,78.46,78.49,78.47,78.13,78.22,78.14,78.21
PS,1982,77.89,78.11,77.62,77.97,77.98,78.08,78.46,78.61,78.24,78.38,77.91,78.0,78.11
PS,1983,78.1,77.79,77.49,77.64,78.11,78.11,78.39,78.66,78.39,78.43,77.88,77.84,78.07
PS,1984,78.51,78.16,78.03,77.82,78.26,78.16,78.57,78.6,78.4,78.07,78.03,77.84,78.21
PS,1985,78.28,78.09,77.8,78.16,78.02,78.39,78.63,78.51,78.19,78.27,77.73,78.51,78.22
PS,1986,78.48,77.88,78.12,77.94,78.01,78.33,78.5,78.57,78.06,78.37,78.4,78.3,78.25
PS,1987,78.08,77.94,77.85,78.27,78.13,78.48,78.22,78.53,78.56,78.57,78.26,77.93,78.24
PS,1988,78.2,78.46,78.26,77.97,78.1,78.33,78.63,78.46,78.46,78.61,78.07,78.21,78.31
PS,1989,78.31,78.04,77.97,78.18,78.08,78.29,78.61,78.36,78.33,78.39,78.43,78.52,78.29
PS,1990,78.08,78.0,78.02,78.05,77.9,78.27,78.52,78.53,78.52,78.46,78.36,77.97,78.23
PS,1991,78.28,78.38,77.47,77.94,77.83,78.09,78.6,78.62,78.58,78.41,78.36,78.23,78.23
PS,1992,78.26,78.08,77.85,78.18,78.26,78.11,78.44,78.68,78.47,78.38,78.35,77.86,78.24
PS,1993,77.76,77.71,78.26,78.05,78.08,78.15,78.28,78.45,78.5,78.47,78.27,78.29,78.19
PS,1994,78.43,77.86,78.17,78.0,78.05,78.37,78.56,78.6,78.51,78.13,77.87,78.09,78.22
PS,1995,77.86,78.32,77.84,77.84,77.82,78.18,78.55,78.38,78.46,78.44,78.5,78.18,78.2
PS,1996,78.01,77.95,78.0,78.2,78.01,78.32,78.62,78.6,78.27,78.22,78.24,78.03,78.21
PS,1997,78.03,78.12,78.27,77.95,78.34,78.03,78.5,78.58,78.41,78.26,78.06,78.21,78.23
PS,1998,77.85,77.44,77.73,77.87,77.8,78.14,78.61,78.73,78.23,78.24,78.08,78.34,78.09
PS,1999,78.21,78.14,77.75,77.8,78.03,78.15,78.52,78.53,78.46,78.68,78.49,78.57,78.28
PS,2000,78.21,78.0,78.03,78.19,78.11,78.4,78.48,78.58,78.37,78.16,78.13,78.42,78.26
PS,2001,78.17,77.8,78.05,77.82,78.41,78.34,78.46,78.62,78.45,78.47,78.23,78.02,78.24
PS,2002,78.16,78.47,78.02,77.98,78.07,78.26,78.62,78.49,78.35,78.18,78.48,78.02,78.26
